##=============================================================================
## Dados retirados do http://www.whoscored.com/Regions/250/Tournaments/30/Seasons/3871/Stages/8466/TeamStatistics/Europe-UEFA-Europa-League-2013-2014
## country: País de origem do jogador;
## team   : Time no qual joga;
## name   : Nome do jogador;
## pos    : Posição em que joga;
##   FW      : forward;
##   AM      : attack midfielder;
##   M       : midfielder;
##   DM      : defender midfielder;
##   D       : defender;
##   GK      : goalkeeper;
##   C, L, R : center, left, right;
## age    : Idade (anos);
## cm     : altura (cm);
## kg     : Peso (kg);
## apps   : Vezes que jogou como titular (vezes que jogou como substituto);
## goal   : Gols feitos;
## a      : Assistências ou passes para gol;
## yel    : Número de cartões amarelos;
## red    : Número de cartões vermelhos;
## spg    : Chutes a gol por partida;
## ps     : Porcentagem de passes com sucesso;
## aw     : Duelos aéreos ganho por jogo;
## mom    : Man of the match (homem da partida)??
## rt     : Average rating;
##=============================================================================
country	team	name	pos	age	cm	kg	apps	goal	ass	yel	red	spg	ps	aw	mom	rt
Ukraine	Dynamo Kyiv	Benoît Trémoulinas	D(L),M(L)	28	172	65	4	NA	1	NA	NA	NA	75.2	0.5	NA	6.89
Ukraine	Dynamo Kyiv	Aleksandar Dragovic	D(C)	23	184	76	7	NA	NA	1	NA	0.4	86.7	2	NA	6.88
Ukraine	Dynamo Kyiv	Lukman Haruna	M(C)	23	177	73	3(1)	NA	NA	NA	NA	2.8	85.8	0.5	NA	6.85
Ukraine	Dynamo Kyiv	Younès Belhanda	M(CLR)	24	177	78	7	NA	NA	1	NA	0.9	82.8	0.3	NA	6.81
Ukraine	Dynamo Kyiv	Jeremain Lens	AM(LR)	26	178	80	7	1	NA	2	NA	1.7	77.4	0.7	NA	6.8
Ukraine	Dynamo Kyiv	Dieudonné Mbokani	FW	28	185	80	3(2)	1	NA	1	1	2	65.8	4.8	NA	6.79
Ukraine	Dynamo Kyiv	Sergiy Sydorchuk	M	22	185	71	3(1)	NA	1	3	NA	0.3	84.5	1	NA	6.78
Ukraine	Dynamo Kyiv	Domagoj Vida	D(CR)	24	184	73	2(1)	NA	NA	1	NA	0.3	81.1	1.7	NA	6.64
Ukraine	Dynamo Kyiv	Oleg Gusev	D(R),M(L)	30	179	73	4(4)	2	NA	1	NA	0.8	82.9	0.3	NA	6.58
Ukraine	Dynamo Kyiv	Roman Bezus	FW	23	185	78	0(5)	NA	NA	NA	NA	1	71.8	1.2	NA	6.56
Ukraine	Dynamo Kyiv	Ognjen Vukojevic	DM(C)	30	183	76	4(2)	NA	1	3	NA	0.5	82.3	0.7	NA	6.48
Ukraine	Dynamo Kyiv	Ideye Brown	FW	25	180	70	5	NA	1	NA	NA	2.2	73.9	1.4	NA	6.37
Ukraine	Dynamo Kyiv	Denis Garmash	DM(C)	23	186	77	0(1)	NA	NA	NA	NA	2	77.8	NA	NA	6.22
Ukraine	Dynamo Kyiv	Dudu	M	22	165	66	0(1)	NA	NA	NA	NA	1	80	NA	NA	6.21
Ukraine	Dynamo Kyiv	Artem Kravets	FW	24	185	73	0(1)	NA	NA	NA	NA	NA	100	NA	NA	5.95
Ukraine	Dynamo Kyiv	Andrei Tsurikov	D	21	185	72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ukraine	Dynamo Kyiv	Artur Rudko	GK	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Spain	Real Betis	Antonio Amaya	D(C)	30	192	86	20(2)	1	1	8	1	1	71.9	4.5	3	7.26
Spain	Real Betis	Alfred N'Diaye	D(C),DM(C)	24	186	80	9	NA	1	2	NA	0.4	72.5	3.1	NA	7.12
Spain	Real Betis	Jordi Figueras	D(C)	26	185	82	14(4)	1	NA	4	NA	0.4	72.4	2.1	3	7.09
Spain	Real Betis	Dídac Vilá	D(L)	24	184	74	11(1)	NA	1	2	NA	0.3	61	1.8	NA	6.85
Spain	Real Betis	Nacho	D(L)	33	176	70	15(1)	NA	NA	2	NA	0.3	72.7	1.3	NA	6.85
Spain	Real Betis	Juan Carlos	M(L)	24	178	69	12(2)	NA	1	2	NA	0.9	68.5	1	NA	6.85
Spain	Real Betis	Rubén Castro	AM(CLR),FW	32	174	72	15(2)	8	NA	1	NA	2.7	79.5	0.4	NA	6.82
Spain	Real Betis	Salva Sevilla	AM(CLR)	30	182	69	14(4)	3	3	8	NA	1.7	76.8	0.5	2	6.81
Spain	Real Betis	Antonio Adán	GK	26	190	88	9	NA	NA	NA	NA	NA	48.3	0.8	NA	6.72
Spain	Real Betis	Joan Verdú	M(C)	30	178	71	15(4)	2	1	1	NA	1.2	82.8	0.4	NA	6.7
Spain	Real Betis	Lorenzo Reyes	DM(C)	22	176	76	17(2)	NA	NA	4	1	0.1	84.2	1.2	1	6.69
Spain	Real Betis	Jorge Molina	FW	31	189	83	20(5)	8	1	3	NA	2.1	73.9	2.1	NA	6.67
Spain	Real Betis	Nosa	M(C)	23	182	78	6(5)	1	NA	3	NA	1.4	85.2	1.6	NA	6.63
Spain	Real Betis	Paulao	D(C)	31	186	82	16	NA	NA	2	1	0.7	87.7	2.3	NA	6.63
Spain	Real Betis	Javi Chica	D(LR)	28	176	78	17(1)	NA	NA	6	1	0.5	69.4	1.6	NA	6.62
Spain	Real Betis	Juanfran	D(R),M(R)	25	179	72	21(5)	NA	1	1	NA	0.8	71.7	0.8	NA	6.57
Spain	Real Betis	Leo Baptistao	AM(CR),FW	21	181	71	9(2)	1	1	1	NA	2	73	0.7	NA	6.57
Spain	Real Betis	Nono	DM(C)	21	178	72	11(7)	NA	1	7	1	1	79.4	0.8	NA	6.48
Spain	Real Betis	Xavi Torres	DM(C)	27	184	82	9(1)	NA	NA	5	NA	0.4	82.9	1.6	NA	6.48
Spain	Real Betis	Damien Perquis	D(C),DM(C)	29	183	74	8	NA	NA	1	1	0.1	81.7	2.1	NA	6.47
Spain	Real Betis	Guillermo Sara	GK	26	188	78	15	NA	NA	1	NA	NA	46.5	0.5	1	6.47
Spain	Real Betis	Javier Matilla	DM(C)	25	176	72	12(8)	NA	NA	6	NA	0.5	87.1	0.4	NA	6.43
Spain	Real Betis	Cedrick	AM(L)	22	167	62	10(9)	NA	1	5	1	0.9	78.1	0.1	NA	6.31
Spain	Real Betis	Markus Steinhöfer	D(R)	28	175	69	2(1)	NA	NA	NA	NA	0.7	73.1	NA	NA	6.27
Spain	Real Betis	Stephan Andersen	GK	32	188	82	6(1)	NA	NA	NA	NA	NA	49.5	0.1	NA	6.22
Spain	Real Betis	Caro	D	21	182	70	1(3)	NA	NA	NA	NA	0.3	69.2	0.8	NA	6.21
Spain	Real Betis	Chuli	FW	23	175	67	4(7)	NA	1	2	NA	1.6	69.9	0.3	NA	6.19
Spain	Real Betis	Juanma	FW	21	180	75	0(2)	NA	NA	NA	NA	NA	50	NA	NA	6.08
Spain	Real Betis	Sergio Rodríguez	M	21	169	65	0(5)	NA	NA	1	NA	0.6	50	1.4	NA	6.06
Spain	Real Betis	Braian Rodríguez	FW	27	190	84	1	NA	NA	NA	1	NA	38.5	NA	NA	5.42
Spain	Real Betis	Francisco Varela	D	19	178	72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Spain	Real Betis	Javier Montoya	GK	22	186	73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Spain	Real Betis	Jesús Pozo	D	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Spain	Real Betis	José Carlos	D	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Spain	Real Betis	Pedro López	GK	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Turkey	Trabzonspor	Onur Kivrak	GK	26	187	74	8	NA	NA	NA	NA	NA	45.9	0.1	1	7.69
Turkey	Trabzonspor	Mustafa Yumlu	D(C)	26	191	76	8	NA	NA	2	NA	0.6	85	1.6	1	7.35
Turkey	Trabzonspor	Olcan Adin	AM(R)	28	173	66	8	5	1	NA	NA	2	79.5	0.3	1	7.33
Turkey	Trabzonspor	Souleymane Bamba	D(C)	29	190	90	5	NA	NA	2	NA	NA	90.1	2.4	NA	7.29
Turkey	Trabzonspor	Florent Malouda	M(CL)	33	184	73	7	1	2	1	NA	2.3	85.4	1	1	7.25
Turkey	Trabzonspor	Aykut Demir	D	25	180	67	7	NA	NA	2	NA	0.1	86.1	1.3	NA	7.12
Turkey	Trabzonspor	José Bosingwa	D(LR)	31	183	75	8	NA	NA	1	NA	0.5	79.2	1.4	NA	7.06
Turkey	Trabzonspor	Paulo Henrique	FW	25	180	79	6(1)	1	1	1	NA	1.1	79.1	1	1	6.9
Turkey	Trabzonspor	Adrian Mierzejewski	AM(C)	27	174	73	5(1)	1	1	NA	NA	2.2	84.2	1	NA	6.83
Turkey	Trabzonspor	Soner Aydogdu	M	23	180	72	1(1)	1	NA	NA	NA	2.5	94.9	NA	NA	6.83
Turkey	Trabzonspor	Zeki Ayvaz	GK	24	188	78	0(1)	NA	NA	NA	NA	NA	28.6	NA	NA	6.82
Turkey	Trabzonspor	Gustavo Colman	DM(C)	28	175	71	6	NA	NA	NA	NA	0.8	91.3	0.3	NA	6.75
Turkey	Trabzonspor	Didier Zokora	DM(C)	33	179	72	7	NA	NA	4	NA	NA	88.6	0.7	NA	6.71
Turkey	Trabzonspor	Marc Janko	FW	30	196	93	2(1)	1	NA	NA	NA	1.3	59.4	2.7	NA	6.71
Turkey	Trabzonspor	Aykut Akgun	M	26	183	79	1(2)	NA	NA	1	NA	NA	87.2	0.3	NA	6.67
Turkey	Trabzonspor	Giray Kacar	D(C)	29	187	78	0(1)	NA	NA	NA	NA	NA	75	NA	NA	6.67
Turkey	Trabzonspor	Yusuf Erdogan	M	21	172	66	1(4)	2	NA	1	NA	1.2	82.9	0.2	NA	6.53
Turkey	Trabzonspor	Alexandru Bourceanu	DM(C)	28	177	75	1(1)	NA	NA	NA	NA	0.5	91.7	NA	NA	6.43
Turkey	Trabzonspor	Kadir Keles	M	26	173	65	3	NA	1	1	NA	NA	82.7	0.3	NA	6.4
Turkey	Trabzonspor	Caner Osmanpasa	D	26	182	77	0(1)	NA	NA	NA	NA	NA	88.2	NA	NA	6.28
Turkey	Trabzonspor	Zeki Yavru	M	22	178	72	0(2)	NA	NA	NA	NA	NA	88.6	NA	NA	6.27
Turkey	Trabzonspor	Alanzinho	M	31	164	62	1(3)	NA	NA	NA	NA	0.8	90.8	NA	NA	6.26
Turkey	Trabzonspor	Emre Güral	FW	24	188	76	1(2)	NA	NA	1	NA	0.7	88	NA	NA	6.21
Turkey	Trabzonspor	Abdulkadir Ozdemir	M	23	179	71	0(1)	NA	NA	NA	NA	NA	100	NA	NA	5.97
Turkey	Trabzonspor	Fatih Ozturk	GK	30	189	88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Austria	Rapid Wien	Christopher Trimmel	D(R)	27	189	80	6	1	1	2	NA	0.8	71.3	2.3	NA	7.41
Austria	Rapid Wien	Christopher Dibon	D(C)	23	181	79	6	NA	NA	NA	NA	0.2	90.1	4.7	1	7.39
Austria	Rapid Wien	Stephan Palla	D	24	173	70	2	NA	2	NA	NA	NA	81.4	NA	1	7.33
Austria	Rapid Wien	Thanos Petsos	DM(C)	22	184	80	6	NA	NA	NA	NA	2.7	88.2	1.3	NA	7.32
Austria	Rapid Wien	Terrence Boyd	FW	23	185	82	5(1)	4	NA	2	NA	2.2	76	4	1	7.15
Austria	Rapid Wien	Guido Burgstaller	AM(L)	24	187	76	4(1)	1	2	1	NA	1.6	75.4	1.2	NA	7.05
Austria	Rapid Wien	Mario Sonnleitner	D(C)	27	182	82	6	NA	NA	2	NA	0.5	86.3	3.2	NA	7
Austria	Rapid Wien	Thomas Schrammel	D(L)	26	176	74	4(1)	NA	1	NA	NA	0.2	81.3	1.6	NA	6.9
Austria	Rapid Wien	Branko Boskovic	DM(C)	33	185	79	5	1	NA	NA	NA	0.6	84.8	0.6	NA	6.88
Austria	Rapid Wien	Marcel Sabitzer	M	20	176	70	6	1	NA	NA	NA	3	75.5	1.2	NA	6.85
Austria	Rapid Wien	Louis Schaub	FW	19	177	66	4(2)	NA	NA	1	NA	1.2	78	0.3	NA	6.78
Austria	Rapid Wien	Steffen Hofmann	M	33	173	69	5	NA	NA	2	NA	0.8	77	1	NA	6.74
Austria	Rapid Wien	Brian Behrendt	D	22	187	80	1(5)	NA	NA	1	NA	1.2	73.9	1.3	NA	6.51
Austria	Rapid Wien	Jan Novota	GK	30	199	94	6	NA	NA	1	NA	NA	75.2	0.2	NA	6.27
Austria	Rapid Wien	Lukas Grozurek	FW	22	189	83	0(2)	NA	NA	1	NA	1	73.3	0.5	NA	6.17
Austria	Rapid Wien	Dominik Starkl	M	20	176	70	0(4)	NA	NA	1	NA	0.5	82.4	NA	NA	6.12
Austria	Rapid Wien	Dominik Wydra	M	20	185	74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Austria	Rapid Wien	Harald Pichler	D	26	187	82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Austria	Rapid Wien	Lukas Denner	D	22	170	62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Austria	Rapid Wien	Mario Pavelic	D	20	180	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Austria	Rapid Wien	Samuel Radlinger	GK	21	196	83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Russia	Rubin Kazan	Taras Burlak	D(C)	24	191	86	2	NA	NA	NA	NA	NA	79.1	3.5	NA	7.33
Russia	Rubin Kazan	César Navas	D(C)	34	197	88	22	NA	NA	5	NA	0.3	82	3.7	3	7.25
Russia	Rubin Kazan	Cristian Ansaldi	D(L)	27	181	76	4	NA	NA	3	NA	1	77.9	0.3	NA	7.11
Russia	Rubin Kazan	Iván Marcano	D(CL)	26	189	77	17	NA	NA	NA	1	0.2	82.7	2.4	1	7.08
Russia	Rubin Kazan	Saba Kvirkvelia	D(C)	22	197	80	7(4)	NA	NA	1	NA	0.3	73.6	1.7	1	7.07
Russia	Rubin Kazan	Pavel Mogilevets	M	21	183	70	4	1	NA	NA	NA	0.5	83.1	0.5	NA	7.06
Russia	Rubin Kazan	Inal Getigezhev	D	26	187	81	2	NA	NA	NA	NA	NA	71.2	1.5	NA	7.04
Russia	Rubin Kazan	Salomón Rondón	FW	24	186	86	9(2)	6	1	2	NA	2.5	76	1.3	2	7
Russia	Rubin Kazan	Bebras Natcho	DM(C)	26	175	73	18(1)	1	2	1	NA	1.9	79.5	0.3	1	6.97
Russia	Rubin Kazan	Oleg Kuzmin	D(R)	32	175	72	20(1)	1	1	4	NA	0.5	77.1	0.9	NA	6.94
Russia	Rubin Kazan	Gökdeniz Karadeniz	AM(CLR)	34	168	68	15(1)	3	NA	1	NA	1.8	77.2	0.4	NA	6.92
Russia	Rubin Kazan	Elmir Nabiullin	D	19	174	70	3	NA	NA	1	NA	NA	79.1	1.3	NA	6.88
Russia	Rubin Kazan	Yann M'Vila	DM(C)	23	182	80	17	NA	1	5	NA	0.8	86.3	0.9	NA	6.87
Russia	Rubin Kazan	Chris Mavinga	D(L)	22	183	78	7	NA	NA	1	NA	0.4	82.4	0.7	NA	6.83
Russia	Rubin Kazan	Sergei Kislyak	M	26	180	75	8(1)	1	1	5	NA	0.7	80.3	1.1	NA	6.77
Russia	Rubin Kazan	Dmitri Torbinski	AM(LR)	29	172	60	13(4)	1	2	2	NA	0.6	84.2	0.5	1	6.76
Russia	Rubin Kazan	Marko Devic	FW	30	185	75	4	1	1	NA	NA	2.3	76.4	0.8	1	6.71
Russia	Rubin Kazan	Sergei Ryzhikov	GK	33	192	92	23	NA	NA	NA	1	NA	50.7	0.3	NA	6.7
Russia	Rubin Kazan	Roman Sharonov	D(C)	37	184	76	1(1)	NA	NA	NA	NA	NA	73.5	1.5	NA	6.68
Russia	Rubin Kazan	Vladislav Kulik	M(C)	29	180	72	13(6)	NA	NA	2	NA	1.3	80.8	0.7	1	6.65
Russia	Rubin Kazan	Mubarak Wakaso	AM(LR)	23	171	66	5(4)	1	1	2	NA	1.4	74.3	0.6	NA	6.64
Russia	Rubin Kazan	Sardar Azmoun	FW	19	178	72	6(3)	2	NA	2	NA	1.6	68.1	2.2	NA	6.6
Russia	Rubin Kazan	Roman Eremenko	D(R),M(CL)	27	180	67	12(9)	2	3	3	NA	1.5	79.1	0.1	NA	6.56
Russia	Rubin Kazan	Aleksandr Ryazantsev	AM(CLR)	27	180	75	12(3)	2	NA	1	2	1.7	78.9	0.5	NA	6.43
Russia	Rubin Kazan	Ruslan Mukhametshin	FW	32	183	75	5(3)	1	NA	1	NA	1.1	71.4	0.9	NA	6.27
Russia	Rubin Kazan	Aleksandr Prudnikov	FW	25	185	78	2(9)	1	NA	1	NA	0.5	66.7	0.5	NA	6.22
Russia	Rubin Kazan	Georgi Nurov	FW	21	179	70	0(2)	NA	NA	NA	NA	0.5	66.7	0.5	NA	6.2
Russia	Rubin Kazan	Ruslan Kambolov	D	24	180	79	1	NA	NA	1	NA	1	68.2	NA	NA	6.11
Russia	Rubin Kazan	Alisher Dzhalilov	M	20	168	57	0(1)	NA	NA	NA	NA	2	100	NA	NA	6.08
Russia	Rubin Kazan	Yuri Nesterenko	GK	22	189	85	0(1)	NA	NA	NA	NA	NA	NA	NA	NA	6
Russia	Rubin Kazan	Kamil Mullin	FW	20	178	66	1(3)	NA	NA	1	NA	NA	81.4	0.3	NA	5.98
Russia	Rubin Kazan	Aleksei Berezin	GK	20	190	82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Russia	Rubin Kazan	Arturs Karasausks	FW	22	178	68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Russia	Rubin Kazan	Giedrius Arlauskis	GK	26	184	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Russia	Rubin Kazan	Maxim Zhestokov	D	22	187	70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Russia	Rubin Kazan	Mella Katcharava	D	20	198	88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Russia	Rubin Kazan	Ruslan Abisov	D	26	187	74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Russia	Rubin Kazan	Vagiz Galiulin	M	26	174	67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
England	Swansea	Chico	D(CR)	27	187	77	28(1)	2	NA	5	1	0.8	89.8	2.8	2	7.23
England	Swansea	Ashley Williams	D(C)	29	183	77	29	1	1	5	NA	0.4	87.5	2.8	1	7.12
England	Swansea	Angel Rangel	D(R)	31	188	84	25(1)	NA	1	8	NA	0.3	85.7	1	NA	7.1
England	Swansea	Wilfried Bony	FW	25	182	84	21(7)	11	3	4	NA	3.3	76.2	2.8	1	7
England	Swansea	Jonathan De Guzmán	M(C)	26	174	70	22(6)	4	3	1	NA	1.6	88.7	0.3	1	6.93
England	Swansea	Ben Davies	D(L)	20	170	67	27(1)	2	NA	3	NA	0.3	85	1.8	NA	6.91
England	Swansea	Roland Lamah	AM(L)	26	180	71	4(5)	2	2	1	NA	1.6	87.3	1.1	NA	6.89
England	Swansea	Jonjo Shelvey	M(C)	22	185	80	23(3)	5	4	3	NA	2.3	83.7	0.4	1	6.87
England	Swansea	Michu	AM(C),FW	28	191	76	14(2)	2	2	2	NA	2.6	81.6	1.4	1	6.87
England	Swansea	Nathan Dyer	AM(R)	26	165	60	17(6)	5	2	1	NA	1.3	87.3	0.2	NA	6.83
England	Swansea	Leon Britton	DM(C)	31	168	64	18(1)	NA	1	2	NA	0.2	91.1	0.2	1	6.81
England	Swansea	Pablo Hernández	AM(CLR)	28	173	64	13(9)	1	7	1	NA	1	82.1	NA	2	6.74
England	Swansea	Neil Taylor	D(L)	25	175	65	5(2)	NA	1	1	NA	0.4	85.4	0.7	NA	6.73
England	Swansea	Jordi Amat	D(C)	22	184	78	9(3)	NA	NA	1	NA	0.3	85.9	1.3	NA	6.68
England	Swansea	Wayne Routledge	AM(CLR)	29	170	64	26(3)	2	3	2	NA	0.9	81.7	0.2	2	6.64
England	Swansea	José Cañas	DM(C)	26	177	71	19(4)	NA	NA	5	NA	0.6	90.8	1.1	NA	6.58
England	Swansea	Dwight Tiendalli	D(LR)	28	180	69	7(1)	NA	NA	NA	NA	0.4	91.8	0.4	NA	6.51
England	Swansea	Michel Vorm	GK	30	183	84	21	NA	NA	2	1	NA	70	0.2	NA	6.49
England	Swansea	Gerhard Tremmel	GK	35	190	86	11	NA	NA	NA	NA	NA	67.9	0.4	NA	6.4
England	Swansea	Ki Sung-Yueng	DM(C)	25	187	79	0(1)	NA	NA	NA	NA	NA	100	NA	NA	6.1
England	Swansea	Marvin Emnes	AM(C),FW	25	180	66	1(2)	NA	NA	NA	NA	NA	86.4	NA	NA	6.02
England	Swansea	David Ngog	FW	24	190	76	0(2)	NA	NA	NA	NA	1.5	42.9	NA	NA	5.98
England	Swansea	Leroy Lita	FW	29	170	75	0(1)	NA	NA	NA	NA	NA	80	NA	NA	5.86
England	Swansea	Ashley Richards	D(R)	22	185	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
England	Swansea	Daniel Alfei	D	22	180	77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
England	Swansea	David Cornell	GK	23	180	73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
England	Swansea	Gregor Zabret	GK	18	187	82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
England	Swansea	Lee Lucas	M	21	180	74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
England	Swansea	Rory Donnelly	FW	22	188	81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Italy	Napoli	Juan Zuñiga	D(L),M(CLR)	28	172	72	4	NA	2	NA	NA	0.3	87.3	0.5	1	7.9
Italy	Napoli	Giandomenico Mesto	D(R),M(CLR)	31	180	74	8	NA	NA	1	NA	0.3	84.7	1.5	NA	7.4
Italy	Napoli	Raúl Albiol	D(C)	28	190	80	27(1)	1	1	4	NA	0.2	84	2	2	7.23
Italy	Napoli	José Callejón	AM(LR),FW	27	178	73	26(4)	12	3	6	NA	1.7	82.6	0.8	2	7.21
Italy	Napoli	Miguel Britos	D(C)	28	188	82	11(1)	1	NA	5	NA	0.1	86.1	2.7	NA	7.2
Italy	Napoli	Dries Mertens	AM(LR)	26	164	55	17(10)	7	3	3	NA	2.6	75.9	0.3	2	7.15
Italy	Napoli	Gökhan Inler	M(C)	29	183	79	25(2)	2	2	6	NA	1.7	86.5	1.6	1	7.15
Italy	Napoli	Bruno Uvini	D	22	188	81	0(1)	NA	NA	NA	NA	NA	83.8	4	NA	7.14
Italy	Napoli	Faouzi Ghoulam	D(L)	NA	186	80	8(1)	NA	1	NA	1	0.7	83.6	1.9	1	7.1
Italy	Napoli	Federico Fernández	D(C)	25	190	83	21	NA	1	4	NA	0.6	83.7	2.2	2	7.09
Italy	Napoli	Gonzalo Higuaín	AM(R),FW	26	184	79	25(4)	14	7	5	NA	2.7	81.3	0.9	2	7.09
Italy	Napoli	Marek Hamsik	AM(CR)	26	184	73	19(4)	6	5	2	NA	1.9	84.5	0.5	NA	7.04
Italy	Napoli	Blerim Dzemaili	M(C)	27	179	73	16(6)	5	3	3	NA	1.5	89.3	1.2	2	7.01
Italy	Napoli	Christian Maggio	D(R),M(R)	32	184	79	20	NA	1	3	1	0.3	82.5	2.2	2	7.01
Italy	Napoli	Lorenzo Insigne	AM(L),FW	22	163	59	19(11)	2	4	2	NA	2.2	81.7	NA	NA	6.96
Italy	Napoli	Jorginho	DM(C)	22	180	65	7(2)	NA	1	2	NA	0.4	87.3	0.1	NA	6.89
Italy	Napoli	José Reina	GK	31	187	85	24	NA	NA	NA	NA	NA	62.5	0.1	1	6.88
Italy	Napoli	Valon Behrami	DM(C),M(R)	28	184	76	14(5)	NA	NA	2	NA	0.2	90.5	1.2	1	6.84
Italy	Napoli	Anthony Réveillere	D(LR)	34	181	76	11	NA	NA	1	NA	NA	91	1.2	NA	6.74
Italy	Napoli	Henrique	D(C)	27	187	84	3(3)	1	NA	1	NA	0.3	91.6	0.5	NA	6.74
Italy	Napoli	Pablo Armero	D(L),M(L)	27	174	73	9(5)	NA	NA	1	NA	0.3	86.4	0.6	NA	6.73
Italy	Napoli	Goran Pandev	AM(CLR),FW	30	184	75	15(9)	6	4	3	NA	1	78.6	0.4	2	6.68
Italy	Napoli	Rafael Cabral	GK	23	186	88	7(1)	NA	NA	NA	NA	NA	57.7	0.1	NA	6.59
Italy	Napoli	Paolo Cannavaro	D(C)	32	185	80	2(2)	NA	NA	NA	1	0.3	89.8	0.5	NA	6.38
Italy	Napoli	Duván Zapata	FW	22	189	80	3(8)	2	NA	1	NA	0.5	65.3	1	NA	6.27
Italy	Napoli	Davide Bariti	M	22	173	65	0(2)	NA	NA	NA	NA	NA	100	NA	NA	6.17
Italy	Napoli	Josip Radosevic	M	19	180	74	0(6)	NA	NA	1	NA	NA	82.6	NA	NA	6.17
Italy	Napoli	Toni Doblas	GK	33	184	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Italy	Napoli	Nikita Contini	GK	17	190	82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Italy	Napoli	Roberto Colombo	GK	38	190	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Belgium	Genk	Derick Katuku Tshimanga	D(L)	25	176	68	7	NA	NA	NA	NA	0.4	79.2	0.6	NA	7.29
Belgium	Genk	Sandy Walsh	D	19	179	72	1	NA	NA	NA	NA	NA	80	1	NA	7.28
Belgium	Genk	Kara	D(C)	24	192	85	8	1	NA	2	NA	0.4	85.8	3.3	2	7.27
Belgium	Genk	László Köteles	GK	29	187	88	6	NA	NA	1	NA	NA	53.2	0.3	1	7.15
Belgium	Genk	Kalidou Koulibaly	D(C)	22	195	89	7	NA	NA	2	NA	0.3	74.5	2.4	NA	7.09
Belgium	Genk	Thomas Buffel	AM(R)	33	175	68	6(1)	1	NA	2	NA	0.6	82.6	0.4	NA	7.08
Belgium	Genk	Khaleem Hyland	DM(C)	24	186	85	4(1)	NA	NA	NA	NA	0.4	88.3	1	NA	7.04
Belgium	Genk	Fabien Camus	AM(CLR)	29	179	68	6(1)	NA	4	2	NA	0.9	81.8	0.3	NA	7.03
Belgium	Genk	Kristof van Hout	GK	27	208	111	2	NA	NA	NA	NA	NA	66.7	NA	1	7.03
Belgium	Genk	Benjamin De Ceulaer	AM(L)	30	174	67	4(2)	1	NA	2	NA	2.3	74	1	NA	6.95
Belgium	Genk	Julien Gorius	M(C)	29	182	78	6(2)	3	1	1	NA	1.1	84.7	0.5	1	6.88
Belgium	Genk	Brian Hamalainen	D	24	176	69	1	NA	NA	NA	NA	NA	72.1	2	NA	6.87
Belgium	Genk	Bennard Kumordzi	DM(C)	29	185	72	7(1)	1	NA	2	NA	0.6	86	1.6	NA	6.81
Belgium	Genk	Jelle Vossen	FW	25	180	70	8	3	1	2	NA	2.4	73.7	1.5	1	6.78
Belgium	Genk	Jeroen Simaeys	D(C)	28	193	80	3(1)	NA	NA	NA	NA	0.3	83.5	1	NA	6.76
Belgium	Genk	Masika	M	21	174	69	1(2)	NA	1	NA	NA	0.3	81.4	0.3	NA	6.71
Belgium	Genk	Anele Ngcongca	D(R)	26	177	68	5(2)	NA	1	NA	NA	NA	79.7	0.6	NA	6.63
Belgium	Genk	Anthony Limbombe	M	19	177	72	1(2)	NA	NA	NA	NA	0.3	82.2	0.3	NA	6.43
Belgium	Genk	Sekou Cissé	FW	28	184	78	1(1)	NA	NA	NA	NA	0.5	86.5	0.5	NA	6.43
Belgium	Genk	Pieter Gerkens	M	19	180	72	1(1)	NA	NA	NA	NA	NA	87.2	0.5	NA	6.35
