##=============================================================================
## Dados retirados do http://www.whoscored.com/Regions/250/Tournaments/30/Seasons/3871/Stages/8466/TeamStatistics/Europe-UEFA-Europa-League-2013-2014
## country: País de origem do jogador;
## team   : Time no qual joga;
## name   : Nome do jogador;
## pos    : Posição em que joga;
##   FW      : forward;
##   AM      : attack midfielder;
##   M       : midfielder;
##   DM      : defender midfielder;
##   D       : defender;
##   GK      : goalkeeper;
##   C, L, R : center, left, right;
## age    : Idade (anos);
## cm     : altura (cm);
## kg     : Peso (kg);
## apps   : Vezes que jogou como titular (vezes que jogou como substituto);
## goal   : Gols feitos;
## a      : Assistências ou passes para gol;
## yel    : Número de cartões amarelos;
## red    : Número de cartões vermelhos;
## spg    : Chutes a gol por partida;
## ps     : Porcentagem de passes com sucesso;
## aw     : Duelos aéreos ganho por jogo;
## mom    : Man of the match (homem da partida)??
## rt     : Average rating;
##=============================================================================
country	team	name	pos	age	cm	kg	apps	goal	ass	yel	red	spg	ps	aw	mom	rt
Belgium	Standard Liege	Dudu Biton	FW	26	185	81	0(2)	NA	NA	NA	NA	2.5	50	0.5	NA	6.46
Belgium	Standard Liege	Mehdi Carcela-González	AM(CR)	24	176	67	3	NA	NA	NA	1	0.7	69.8	1.3	NA	6.42
Belgium	Standard Liege	Imoh Ezekiel	FW	20	178	65	3	NA	1	3	NA	1	79.5	1.3	NA	6.4
Belgium	Standard Liege	Igor de Camargo	AM(C),FW	30	187	83	3	1	NA	1	NA	1.7	62.7	2.3	NA	6.39
Belgium	Standard Liege	Reza Ghoochanneijhad	FW	26	180	76	2(2)	NA	NA	NA	NA	NA	78	1.3	NA	6.13
Belgium	Standard Liege	Kanu	D	29	188	77	2	NA	NA	NA	1	NA	80.9	1	NA	6.08
Belgium	Standard Liege	Francois Marquet	M	18	172	62	1	NA	NA	NA	NA	NA	75	NA	NA	6
Belgium	Standard Liege	Ali Yasar	D	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Belgium	Standard Liege	Anthony Moris	GK	23	184	75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Belgium	Standard Liege	Corentin Fiore	D	19	182	69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Belgium	Standard Liege	Georgy Zhukov	M	19	181	76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Belgium	Standard Liege	Guillaume Hubert	GK	20	196	88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Netherlands	PSV Eindhoven	Memphis Depay	AM(L)	20	176	78	29	11	6	1	1	5.1	77	0.4	5	7.7
Netherlands	PSV Eindhoven	Jetro Willems	D(L)	20	170	65	26	4	3	5	NA	1	81.5	1.5	4	7.52
Netherlands	PSV Eindhoven	Bryan Ruiz	AM(CR)	28	188	78	9(1)	4	2	NA	NA	2	79.2	0.9	1	7.37
Netherlands	PSV Eindhoven	Jeffrey Bruma	D(CR)	22	189	88	28	3	1	7	1	1	89.5	2.7	2	7.35
Netherlands	PSV Eindhoven	Georginio Wijnaldum	AM(C)	23	173	69	6(1)	4	NA	NA	NA	2.9	86.8	1	NA	7.32
Netherlands	PSV Eindhoven	Stijn Schaars	DM(C)	30	177	70	26(1)	NA	6	4	NA	0.7	82.9	1.1	1	7.22
Netherlands	PSV Eindhoven	Joshua Brenet	D(R)	20	181	74	9(1)	NA	NA	NA	NA	0.8	82.6	0.7	NA	7.16
Netherlands	PSV Eindhoven	Santiago Arias	D(R)	22	175	72	22	1	2	3	NA	0.6	83.1	0.9	NA	7.13
Netherlands	PSV Eindhoven	Karim Rekik	D(C)	19	185	78	22	1	NA	6	NA	0.6	87.4	2.8	NA	7.07
Netherlands	PSV Eindhoven	Jeroen Zoet	GK	23	187	78	25	NA	NA	NA	NA	NA	69.9	0.2	1	7.02
Netherlands	PSV Eindhoven	Przemyslaw Tyton	GK	26	195	80	5(1)	NA	NA	NA	NA	NA	71.8	0.2	NA	6.97
Netherlands	PSV Eindhoven	Oscar Hiljemark	M(C)	21	184	73	19(4)	2	1	2	NA	0.7	86.4	0.7	NA	6.87
Netherlands	PSV Eindhoven	Jürgen Locadia	FW	20	187	78	22(5)	12	5	1	NA	2.3	83.4	0.9	NA	6.84
Netherlands	PSV Eindhoven	Park Ji-Sung	AM(CLR)	33	175	72	18(2)	2	5	1	NA	0.8	87.8	0.4	1	6.8
Netherlands	PSV Eindhoven	Adam Maher	DM(C)	20	174	76	18(6)	3	1	1	NA	1.7	83.4	0.3	1	6.74
Netherlands	PSV Eindhoven	Jorrit Hendrix	D(C)	19	182	70	10(7)	NA	1	1	NA	0.2	85.9	0.9	NA	6.73
Netherlands	PSV Eindhoven	Zakaria Bakkali	AM(R)	18	164	60	7(8)	3	NA	1	NA	1.3	89.7	NA	1	6.65
Netherlands	PSV Eindhoven	Peter van Ooijen	M	22	179	75	0(1)	NA	NA	NA	NA	NA	78.1	NA	NA	6.61
Netherlands	PSV Eindhoven	Tim Matavz	FW	25	190	74	7(7)	2	3	1	NA	1.2	69.2	1.1	NA	6.61
Netherlands	PSV Eindhoven	Zanka	D(C)	23	191	79	2(6)	NA	NA	1	NA	0.3	87.6	1.5	NA	6.59
Netherlands	PSV Eindhoven	Ola Toivonen	AM(C),FW	27	190	74	7(7)	1	2	1	NA	1.4	79.7	1.2	NA	6.5
Netherlands	PSV Eindhoven	Luciano Narsingh	AM(R)	23	178	69	7(10)	NA	1	NA	NA	0.5	85	NA	NA	6.31
Netherlands	PSV Eindhoven	Abel Tamata	D	23	179	72	3(3)	NA	NA	NA	NA	NA	73.2	1.2	NA	6.3
Netherlands	PSV Eindhoven	Florian Jozefzoon	FW	23	182	80	3(12)	2	1	2	NA	0.7	79.4	0.1	NA	6.3
Netherlands	PSV Eindhoven	Hjörtur Hermannsson	D	19	189	81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Netherlands	PSV Eindhoven	Marcelo	D(C)	26	191	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Netherlands	PSV Eindhoven	Menno Koch	D	19	195	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Netherlands	PSV Eindhoven	Nigel Bertrams	GK	21	189	81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Netherlands	PSV Eindhoven	Rai Vloet	FW	18	180	75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Moldova	FC Sheriff	Henrique Luvannor	AM(L)	23	182	NA	6	NA	1	2	NA	1.5	69	1.3	NA	7.27
Moldova	FC Sheriff	Kobi Moyal	DM(C)	26	NA	NA	6	NA	NA	2	NA	1.5	73.8	2	1	7.25
Moldova	FC Sheriff	Djibril Paye	D(L)	24	182	79	6	NA	NA	1	NA	NA	73.5	0.5	NA	6.96
Moldova	FC Sheriff	Benjamin Balima	M	29	188	78	5(1)	NA	2	NA	NA	0.2	81	0.8	NA	6.92
Moldova	FC Sheriff	Marcel Metoua	D	25	180	76	6	NA	NA	NA	NA	0.3	72.5	0.8	NA	6.9
Moldova	FC Sheriff	Miral Samardzic	D(C)	27	186	NA	6	NA	NA	NA	NA	NA	79.5	1	NA	6.9
Moldova	FC Sheriff	Cadu	AM(C)	27	177	72	6	1	NA	NA	NA	2.2	75.8	0.3	NA	6.86
Moldova	FC Sheriff	Ricardinho	FW	24	175	NA	5	1	NA	1	1	2	67	0.6	1	6.85
Moldova	FC Sheriff	Ismail Isa	FW	24	183	79	5(1)	3	NA	1	NA	2.7	78.4	1.3	1	6.73
Moldova	FC Sheriff	Vjekoslav Tomic	GK	30	190	94	6	NA	NA	NA	NA	NA	39.5	0.3	NA	6.7
Moldova	FC Sheriff	Melli	D	29	184	75	3	NA	NA	NA	1	0.3	76.2	1	NA	6.63
Moldova	FC Sheriff	Marko Stanojevic	M	25	NA	NA	3(1)	NA	NA	NA	NA	1.3	77.1	0.8	NA	6.51
Moldova	FC Sheriff	Valentin Furdui	M	26	NA	NA	1(3)	NA	NA	NA	NA	NA	84.6	NA	NA	6.42
Moldova	FC Sheriff	Fernando	M	27	182	71	1(2)	NA	NA	NA	NA	0.3	76.8	0.3	NA	6.18
Moldova	FC Sheriff	William Celestino	D	24	187	NA	0(1)	NA	NA	NA	NA	NA	100	NA	NA	6.15
Moldova	FC Sheriff	Vadim Paireli	FW	18	NA	NA	0(1)	NA	NA	NA	NA	NA	NA	NA	NA	6.12
Moldova	FC Sheriff	Alexandr Pascenco	M	24	183	88	0(2)	NA	NA	NA	NA	NA	73.3	0.5	NA	6.05
Moldova	FC Sheriff	Dmitri Stajila	GK	22	204	87	0(1)	NA	NA	NA	NA	NA	20	NA	NA	5.97
Moldova	FC Sheriff	Jhulliam	M	25	NA	NA	1(2)	NA	NA	NA	NA	0.3	66.7	NA	NA	5.89
Moldova	FC Sheriff	Alexandr Bolsacov	D	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Moldova	FC Sheriff	Alexandru Scripcenco	D	23	187	69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Moldova	FC Sheriff	Valentin Birdan	M	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Moldova	FC Sheriff	Veaceslav Lisa	M	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Russia	Anzhi Makhachkala	Willian	AM(CLR)	25	175	75	4	NA	3	NA	NA	1.8	83.4	NA	2	7.93
Russia	Anzhi Makhachkala	Arsenii Logashov	D(R)	22	183	68	2	NA	NA	NA	NA	NA	81.9	0.5	NA	7.16
Russia	Anzhi Makhachkala	Christopher Samba	D(C)	30	196	84	4(1)	1	NA	1	NA	1.4	79.7	2.4	1	7.08
Russia	Anzhi Makhachkala	Lass Diarra	D(R),DM(C)	29	173	70	4	NA	NA	NA	NA	0.8	89.2	1	NA	7.02
Russia	Anzhi Makhachkala	Andrey Eshchenko	D(LR)	30	176	74	10	NA	NA	NA	NA	0.2	69.8	0.8	1	6.92
Russia	Anzhi Makhachkala	Jucilei	DM(C)	25	185	79	18(1)	NA	NA	NA	NA	0.5	81.2	0.9	NA	6.9
Russia	Anzhi Makhachkala	Diniyar Bilyaletdinov	AM(LR)	29	185	79	3(1)	NA	1	NA	NA	1.3	72.8	1	1	6.84
Russia	Anzhi Makhachkala	Alexandru Epureanu	D(C),DM(C)	27	185	76	8(2)	2	NA	5	NA	0.8	75.2	2.1	1	6.81
Russia	Anzhi Makhachkala	Ali Gadzhibekov	D(CLR)	24	183	73	19(1)	NA	1	1	NA	0.5	74.1	1.2	NA	6.77
Russia	Anzhi Makhachkala	Ayodele Adeleye	D(C)	25	189	76	9	NA	NA	2	NA	0.2	76.6	2	NA	6.77
Russia	Anzhi Makhachkala	Samuel Eto'o	AM(LR),FW	33	180	75	6	2	NA	1	NA	4.3	81.5	0.5	NA	6.77
Russia	Anzhi Makhachkala	João Carlos	D(C)	32	189	85	4	NA	NA	NA	NA	0.3	91.7	1	NA	6.76
Russia	Anzhi Makhachkala	Aleksandr Bukharov	FW	29	191	83	3	1	NA	1	NA	2.3	69.1	3	NA	6.73
Russia	Anzhi Makhachkala	Benoit Angbwa	D(R)	32	175	76	8(1)	NA	NA	NA	NA	0.1	75.7	1	1	6.73
Russia	Anzhi Makhachkala	Mikhail Kerzhakov	GK	27	189	84	16	NA	NA	NA	NA	NA	46.3	0.2	1	6.71
Russia	Anzhi Makhachkala	Odil Ahmedov	M(CR)	26	176	68	17(2)	1	NA	NA	NA	1.8	77.1	0.2	NA	6.65
Russia	Anzhi Makhachkala	Nikita Burmistrov	AM(L)	24	181	75	11(2)	1	1	1	NA	1.5	69	0.4	1	6.62
Russia	Anzhi Makhachkala	Gia Grigalava	D(CL)	24	190	89	15(1)	NA	NA	2	NA	0.5	65	1.1	NA	6.6
Russia	Anzhi Makhachkala	Igor Denisov	DM(C)	29	176	70	3	NA	NA	NA	NA	NA	95.7	NA	NA	6.58
Russia	Anzhi Makhachkala	Alan Gatagov	M	23	180	71	4(3)	1	NA	1	NA	1.4	61.7	0.6	NA	6.57
Russia	Anzhi Makhachkala	Lacina Traoré	FW	23	203	85	3(2)	1	1	3	NA	1.8	64.5	2.4	1	6.57
Russia	Anzhi Makhachkala	Rasim Tagirbekov	D(L)	29	185	80	6(2)	NA	NA	1	NA	0.9	72.6	0.5	NA	6.51
Russia	Anzhi Makhachkala	Oleksandr Aliyev	AM(C)	29	178	75	3(1)	NA	NA	1	NA	1.5	78.8	NA	NA	6.47
Russia	Anzhi Makhachkala	Ewerton	D(C)	25	188	81	9(1)	1	NA	4	1	0.4	78.3	1.9	1	6.44
Russia	Anzhi Makhachkala	Pavel Solomatin	FW	20	176	73	8(3)	2	NA	3	NA	2.6	71.3	1.2	NA	6.44
Russia	Anzhi Makhachkala	Kamil Agalarov	D(R),M(R)	25	178	70	8(2)	NA	1	1	NA	0.6	66.5	0.4	NA	6.39
Russia	Anzhi Makhachkala	Mbark Boussoufa	AM(C)	29	165	58	3(1)	NA	NA	1	NA	0.5	82.6	0.3	NA	6.34
Russia	Anzhi Makhachkala	Vladimir Gabulov	GK	30	190	75	5	NA	NA	NA	NA	NA	44.8	0.2	NA	6.32
Russia	Anzhi Makhachkala	Oleg Shatov	M(CLR)	23	173	64	1(1)	NA	NA	NA	NA	0.5	88.6	1	NA	6.3
Russia	Anzhi Makhachkala	Ilya Maksimov	M(C)	27	183	74	6(1)	NA	NA	3	NA	1.1	82.2	0.3	NA	6.28
Russia	Anzhi Makhachkala	Abdul Razak	DM(C)	21	180	76	4(3)	NA	NA	1	NA	0.6	81.3	0.1	NA	6.27
Russia	Anzhi Makhachkala	Vladimir Sobolev	M	22	167	65	4(4)	NA	NA	NA	NA	0.5	63.3	0.6	NA	6.27
Russia	Anzhi Makhachkala	Sharif Muhammad	M	23	184	72	1(2)	NA	NA	NA	NA	0.3	66.7	0.3	NA	6.23
Russia	Anzhi Makhachkala	Islamnur Abdulavov	FW	20	185	80	1(7)	1	NA	3	NA	0.9	62.3	0.3	NA	6.21
Russia	Anzhi Makhachkala	Karlen Mkrtchyan	DM(C)	25	175	76	7(2)	NA	NA	1	NA	0.2	80.6	0.7	NA	6.18
Russia	Anzhi Makhachkala	Serder Serderov	FW	20	176	69	4(10)	1	1	3	NA	0.5	59.2	0.6	NA	6.17
Russia	Anzhi Makhachkala	Vladimir Bystrov	AM(R)	30	177	73	1(3)	NA	NA	NA	NA	0.5	60	0.8	NA	6.17
Russia	Anzhi Makhachkala	Evgeny Pomazan	GK	25	193	85	2	NA	NA	NA	NA	NA	50	NA	NA	6.15
Russia	Anzhi Makhachkala	Mehdi Carcela-González	AM(CR)	24	176	67	1(2)	NA	NA	NA	NA	1	81.8	0.3	NA	6.15
Russia	Anzhi Makhachkala	Fedor Smolov	FW	24	185	73	3(1)	NA	NA	1	NA	2	58.9	0.8	NA	6.13
Russia	Anzhi Makhachkala	Aleksey Ionov	AM(LR)	25	177	68	5(1)	NA	NA	NA	NA	NA	77	0.2	NA	6
Russia	Anzhi Makhachkala	Islam Sulejmanov	M	20	173	64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Russia	Anzhi Makhachkala	Makhach Gadzhiev	AM(L)	26	181	73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Russia	Anzhi Makhachkala	Mekhti Dzhenetov	GK	22	187	93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Russia	Anzhi Makhachkala	Tagir Musalov	FW	20	183	74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Russia	Anzhi Makhachkala	Vadim Demidov	D(C)	27	185	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Russia	Anzhi Makhachkala	Yuri Udunyan	D	19	173	64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Israel	Maccabi Haifa	Dekel Keinan	D(C)	29	184	74	3	NA	NA	NA	NA	0.3	88.6	3.3	NA	7.41
Israel	Maccabi Haifa	Sari Falah	D	22	191	72	1	NA	NA	NA	NA	NA	87.1	2	NA	7.32
Israel	Maccabi Haifa	Amir Edri	GK	28	183	81	1	NA	NA	NA	NA	NA	38.9	NA	NA	7.23
Israel	Maccabi Haifa	Bojan Saranov	GK	26	188	83	5	NA	NA	NA	NA	NA	69.1	0.4	1	7.18
Israel	Maccabi Haifa	Eyal Golasa	M	22	173	70	2	1	NA	NA	NA	1.5	87.5	0.5	NA	7.13
Israel	Maccabi Haifa	Hen Ezra	M	25	NA	NA	3(1)	1	NA	2	NA	2.5	78.2	NA	NA	7.13
Israel	Maccabi Haifa	Andriy Pylyavskyi	M	25	193	88	3	NA	NA	NA	NA	0.7	85.5	2.3	NA	7.07
Israel	Maccabi Haifa	Gustavo Boccoli	M(C)	36	172	70	3(1)	NA	NA	NA	NA	0.8	84.3	1.3	1	7.04
Israel	Maccabi Haifa	Elad Gabai	D(R)	28	175	71	3	NA	NA	NA	NA	NA	73.7	0.7	NA	6.97
Israel	Maccabi Haifa	Edin Cocalic	D(C)	26	189	83	5	NA	NA	1	NA	0.2	85.1	2.4	NA	6.94
Israel	Maccabi Haifa	Avihay Yadin	M(C)	27	183	71	3(1)	NA	NA	NA	NA	0.8	84.4	0.5	NA	6.92
Israel	Maccabi Haifa	Shoval Gozlan	FW	19	NA	NA	2	1	NA	1	NA	1	68	0.5	1	6.76
Israel	Maccabi Haifa	Eyal Meshumar	D(R)	30	176	69	3	NA	NA	1	NA	NA	80.6	0.7	NA	6.71
Israel	Maccabi Haifa	Alon Turgeman	FW	22	NA	NA	2(2)	1	NA	2	NA	1	65.1	0.3	1	6.68
Israel	Maccabi Haifa	Rayo	M	27	176	73	4(2)	NA	2	NA	NA	1.8	83.3	0.5	NA	6.68
Israel	Maccabi Haifa	Yaniv Katan	FW	33	184	82	1(1)	NA	NA	NA	NA	1.5	75.7	0.5	NA	6.59
Israel	Maccabi Haifa	Ran Abukarat	M	25	NA	NA	3	NA	NA	2	NA	NA	81.3	0.3	NA	6.56
Israel	Maccabi Haifa	Shmuel Scheimann	D	26	180	75	2	NA	NA	1	NA	0.5	72.2	1	NA	6.47
Israel	Maccabi Haifa	Idan Vered	FW	24	177	65	3(2)	NA	1	NA	NA	0.2	66.7	NA	NA	6.38
Israel	Maccabi Haifa	Shimon Abuhatzira	FW	27	181	74	3(3)	1	NA	NA	NA	1.5	85.2	0.3	NA	6.36
Israel	Maccabi Haifa	Taleb Tawatha	D(L)	21	176	64	5	NA	NA	NA	NA	0.2	70.4	0.4	NA	6.36
Israel	Maccabi Haifa	Dino Ndlovu	FW	24	NA	NA	3(2)	1	NA	1	NA	0.8	70	0.8	NA	6.22
Israel	Maccabi Haifa	Shlomi Azulay	FW	24	186	76	1(2)	NA	NA	NA	NA	0.7	64.3	0.3	NA	6.18
Israel	Maccabi Haifa	Ismail Raiyan	FW	19	NA	NA	2(1)	NA	NA	NA	NA	NA	76.5	NA	NA	5.95
Israel	Maccabi Haifa	Ayad Habashi	D	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Israel	Maccabi Haifa	Ron Shushan	GK	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Greece	PAOK Thessaloniki FC	Miguel Vítor	D	24	178	75	4	1	NA	NA	NA	0.8	91.7	1.3	NA	7.51
Greece	PAOK Thessaloniki FC	Georgios Katsikas	D	23	187	84	1	NA	NA	1	NA	NA	93.8	4	NA	7.39
Greece	PAOK Thessaloniki FC	Alexandros Tziolis	DM(C)	29	189	84	6	NA	NA	1	NA	1.3	87.5	1.2	NA	7.2
Greece	PAOK Thessaloniki FC	Stylianos Pozoglou	M	18	NA	NA	0(1)	1	NA	NA	NA	2	50	NA	NA	7.13
Greece	PAOK Thessaloniki FC	Giorgios Tzavellas	D(L)	26	183	81	4	NA	NA	NA	NA	NA	68.9	0.3	NA	7.1
Greece	PAOK Thessaloniki FC	Stelios Kitsiou	D(R)	20	176	75	7	1	NA	2	NA	0.4	80.6	0.9	1	6.97
Greece	PAOK Thessaloniki FC	Lino	D(L)	36	185	76	5(2)	NA	3	1	NA	0.1	81.2	1.3	NA	6.95
Greece	PAOK Thessaloniki FC	Panagiotis Glykos	GK	27	180	73	4	NA	NA	NA	NA	NA	62.1	NA	NA	6.92
Greece	PAOK Thessaloniki FC	Costin Lazar	DM(C)	32	179	67	8	NA	NA	2	NA	1.6	87.7	0.8	NA	6.87
Greece	PAOK Thessaloniki FC	Konstantinos Katsouranis	D(C),DM(C)	34	183	81	8	NA	NA	NA	1	0.4	79.5	1.3	1	6.83
Greece	PAOK Thessaloniki FC	Lucas	AM(R)	25	181	73	6(2)	1	2	NA	NA	2.3	72.2	0.5	NA	6.82
Greece	PAOK Thessaloniki FC	Jacobo	GK	30	193	82	4	NA	NA	NA	NA	NA	51.9	NA	NA	6.71
Greece	PAOK Thessaloniki FC	Sotirios Ninis	AM(C)	23	173	69	6(1)	1	NA	NA	NA	1	83.9	0.6	NA	6.6
Greece	PAOK Thessaloniki FC	Giannis Skondras	D	24	178	75	1(1)	NA	NA	1	NA	NA	75.4	0.5	NA	6.55
Greece	PAOK Thessaloniki FC	Miroslav Stoch	AM(L)	24	168	60	6(2)	NA	1	1	NA	2.3	82.5	NA	NA	6.5
Greece	PAOK Thessaloniki FC	Stefanos Athanasiadis	FW	25	185	72	8	1	NA	NA	NA	1.4	71.4	2.3	NA	6.47
Greece	PAOK Thessaloniki FC	Dimitrios Salpingidis	AM(R)	32	171	72	1(5)	2	NA	NA	NA	0.8	76.9	NA	NA	6.43
Greece	PAOK Thessaloniki FC	Juan Insaurralde	D(C)	29	188	81	2	NA	NA	NA	NA	NA	86.5	2	NA	6.41
Greece	PAOK Thessaloniki FC	Sekou Jabateh Oliseh	M	23	178	70	2(2)	NA	NA	NA	NA	0.5	85.1	1.3	NA	6.3
Greece	PAOK Thessaloniki FC	Hedwiges Maduro	D(C),DM(C)	29	185	79	2	NA	NA	1	NA	NA	85	0.5	NA	6.25
Greece	PAOK Thessaloniki FC	Tomas Necid	FW	24	190	89	0(2)	NA	NA	NA	NA	1	100	NA	NA	6.25
Greece	PAOK Thessaloniki FC	Zvonimir Vukic	M	34	182	72	0(4)	1	NA	NA	NA	0.3	96	0.3	NA	6.25
Greece	PAOK Thessaloniki FC	Ergys Kace	M	20	161	60	2	NA	NA	1	NA	0.5	84.1	NA	NA	6.22
Greece	PAOK Thessaloniki FC	Dimitrios Konstantinidis	D	19	173	70	1	NA	NA	NA	NA	NA	76.9	NA	NA	6.15
Greece	PAOK Thessaloniki FC	Liam Lawrence	M(R)	32	180	71	0(2)	NA	NA	NA	NA	NA	73.3	NA	NA	5.78
Greece	PAOK Thessaloniki FC	Asterios Giakoumis	GK	25	182	71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Greece	PAOK Thessaloniki FC	Georgios Georgiadis	FW	26	178	63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Greece	PAOK Thessaloniki FC	Iñigo López	D(C)	31	185	72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Greece	PAOK Thessaloniki FC	Michael Gspurning	GK	32	196	95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Denmark	Esbjerg fB	Mikkel Vestergaard	FW	21	180	75	0(1)	1	NA	NA	NA	2	81.8	1	NA	7.47
Denmark	Esbjerg fB	Hans Henrik Andreasen	M(C)	35	183	72	7	2	NA	NA	NA	1.6	68.9	3.4	1	7.33
Denmark	Esbjerg fB	Peter Ankersen	D(R)	23	180	73	6	NA	1	3	NA	2.2	70.8	0.7	NA	7.24
Denmark	Esbjerg fB	Ryan Laursen	D	21	NA	NA	2	NA	NA	NA	NA	NA	72.9	2	NA	7
Denmark	Esbjerg fB	Kian Hansen	D	25	175	69	5(1)	NA	NA	NA	NA	0.3	70.8	2.2	NA	6.99
Denmark	Esbjerg fB	Emil Lyng	M(L)	24	188	75	6	NA	1	NA	NA	1.3	71.3	2.5	NA	6.91
Denmark	Esbjerg fB	Jonas Knudsen	D(L)	21	185	72	8	NA	2	3	NA	0.6	65.3	1.8	NA	6.89
Denmark	Esbjerg fB	Martin Pusic	FW	26	187	NA	2	1	NA	NA	NA	1.5	71	1.5	NA	6.86
Denmark	Esbjerg fB	Mick Van Buren	FW	21	184	73	6(1)	3	NA	1	NA	1.6	63.8	2.6	1	6.82
Denmark	Esbjerg fB	Jens Berthel Askou	D(C)	31	190	85	5(1)	NA	NA	NA	NA	0.2	73	2.3	NA	6.8
Denmark	Esbjerg fB	Jerry Lucena	D	33	176	68	3	NA	NA	NA	NA	NA	83	1.3	NA	6.72
Denmark	Esbjerg fB	Frederik Ronnow	GK	21	188	76	6	NA	NA	NA	NA	NA	50	NA	NA	6.7
Denmark	Esbjerg fB	Martin Dubravka	GK	25	190	80	2	NA	NA	NA	NA	NA	47.5	NA	NA	6.69
Denmark	Esbjerg fB	Jakob Ankersen	M(R)	23	182	70	7(1)	NA	2	2	NA	1.9	68.1	0.6	NA	6.62
Denmark	Esbjerg fB	Magnus Lekven	M	26	177	75	4(1)	NA	NA	1	NA	0.2	86.8	0.6	NA	6.59
Denmark	Esbjerg fB	Jeppe Andersen	M	21	178	NA	3(1)	NA	NA	NA	NA	1	80.6	0.3	NA	6.58
Denmark	Esbjerg fB	Davidson Drobo-Ampem	D(C)	26	189	82	5	NA	NA	2	NA	0.4	82.2	1.4	NA	6.56
Denmark	Esbjerg fB	Mushaga Bakenga	FW	21	181	75	4(1)	1	NA	NA	NA	1.4	71.7	1	NA	6.39
Denmark	Esbjerg fB	Casper Nielsen	FW	19	NA	NA	1(2)	NA	NA	NA	NA	2.3	70.7	1	NA	6.36
Denmark	Esbjerg fB	Pape Pate Diouf	FW	27	186	76	1(4)	1	NA	NA	NA	1.6	73.3	0.6	NA	6.32
Denmark	Esbjerg fB	Martin Bergvold	AM(C)	30	184	70	2(4)	NA	NA	NA	NA	0.2	74.7	0.3	NA	6.23
Denmark	Esbjerg fB	Jakob Andreasen	M	20	NA	NA	0(1)	NA	NA	NA	NA	NA	75	NA	NA	6.18
Denmark	Esbjerg fB	Jesper Rasmussen	M	22	NA	NA	1(4)	NA	NA	NA	NA	0.2	84.4	0.4	NA	6.14
Denmark	Esbjerg fB	Mikkel Maigaard	FW	19	NA	NA	0(1)	NA	NA	NA	NA	NA	NA	NA	NA	5.97
Denmark	Esbjerg fB	Mohammed Fellah	M	24	167	70	1	NA	NA	NA	NA	2	83.3	NA	NA	5.89
Denmark	Esbjerg fB	Michael Jakobsen	D(L)	28	185	80	1	NA	NA	1	NA	NA	90	NA	NA	5.85
Denmark	Esbjerg fB	Jeppe Brinch	D	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Denmark	Esbjerg fB	Jeppe Höjbjerg	GK	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Denmark	Esbjerg fB	Jonas Gejel Hansen	M	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Denmark	Esbjerg fB	Mathias Rosenörn	GK	20	185	79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Russia	Kuban Krasnodar	Aras Özbiliz	AM(R)	24	170	71	2	2	NA	NA	NA	3.5	82.4	0.5	2	8.35
Russia	Kuban Krasnodar	Xandao	D(C)	26	193	88	23	2	NA	3	NA	0.7	74.7	2.5	2	7.19
Russia	Kuban Krasnodar	Charles Kaboré	D(R),DM(C)	26	181	75	18(1)	NA	4	6	1	0.8	76.9	0.4	1	7.09
Russia	Kuban Krasnodar	Ivelin Popov	AM(C)	26	181	71	23	3	9	2	NA	2.4	73.9	0.6	2	6.89
Russia	Kuban Krasnodar	Vladislav Ignatjev	AM(R)	27	180	72	7(1)	1	1	NA	NA	2	72.2	0.8	NA	6.87
