ano	uf	cod	mun	bran1	bran2	nulo1	nulo2	vali1	vali2
1989	SE	2805307	Pirambu	93	97	274	128	2558	2622
1989	SE	2805406	Poço Redondo	345	434	518	252	5538	5769
1989	SE	2805505	Poço Verde	206	160	460	278	9152	9184
1989	SE	2805604	Porto da Folha	377	505	637	291	8087	8398
1989	SE	2805703	Propriá	116	144	718	607	10735	10659
1989	SE	2805802	Riachão do Dantas	447	262	983	404	7355	7891
1989	SE	2805901	Riachuelo	80	76	593	301	4317	4562
1989	SE	2806008	Ribeirópolis	203	183	331	173	5622	5736
1989	SE	2806107	Rosário do Catete	114	98	477	292	3933	3990
1989	SE	2806206	Salgado	82	49	647	313	6791	7063
1989	SE	2806305	Santa Luzia do Itanhy	242	158	472	260	3329	3589
1989	SE	2806404	Santana do São Francisco	NA	NA	NA	NA	NA	NA
1989	SE	2806503	Santa Rosa de Lima	42	33	204	98	1551	1630
1989	SE	2806602	Santo Amaro das Brotas	126	118	479	263	5030	5128
1989	SE	2806701	São Cristóvão	260	225	2431	1349	14717	15500
1989	SE	2806800	São Domingos	116	68	330	158	2739	2943
1989	SE	2806909	São Francisco	14	16	57	62	1424	1394
1989	SE	2807006	São Miguel do Aleixo	41	56	82	61	1714	1646
1989	SE	2807105	Simão Dias	600	337	1646	640	15381	16291
1989	SE	2807204	Siriri	81	56	384	204	2669	2824
1989	SE	2807303	Telha	29	30	65	111	1357	1310
1989	SE	2807402	Tobias Barreto	555	450	1095	589	15709	15939
1989	SE	2807501	Tomar do Geru	246	166	400	205	4207	4226
1989	SE	2807600	Umbaúba	397	363	582	298	6389	6564
1989	SP	3500105	Adamantina	280	334	718	1020	18879	17922
1989	SP	3500204	Adolfo	51	38	86	68	2172	2138
1989	SP	3500303	Aguaí	259	235	746	809	12550	12273
1989	SP	3500402	Águas da Prata	53	52	104	143	3699	3595
1989	SP	3500501	Águas de Lindóia	93	85	241	389	6713	6481
1989	SP	3500550	Águas de Santa Bárbara	38	40	88	119	3003	2844
1989	SP	3500600	Águas de São Pedro	19	27	22	42	1802	1724
1989	SP	3500709	Agudos	318	276	726	955	14799	14293
1989	SP	3500758	Alambari	NA	NA	NA	NA	NA	NA
1989	SP	3500808	Alfredo Marcondes	28	34	115	98	2568	2530
1989	SP	3500907	Altair	43	30	53	53	1681	1608
1989	SP	3501004	Altinópolis	106	87	229	344	7874	7549
1989	SP	3501103	Alto Alegre	59	50	126	125	3060	2992
1989	SP	3501152	Alumínio	NA	NA	NA	NA	NA	NA
1989	SP	3501202	Álvares Florence	51	40	127	135	3298	3208
1989	SP	3501301	Álvares Machado	161	134	278	362	8396	8206
1989	SP	3501400	Álvaro de Carvalho	106	58	109	68	1742	1729
1989	SP	3501509	Alvinlândia	56	17	58	49	1607	1579
1989	SP	3501608	Americana	508	981	2485	4701	89339	85730
1989	SP	3501707	Américo Brasiliense	151	127	555	629	9503	9299
1989	SP	3501806	Américo de Campos	56	60	161	190	3909	3662
1989	SP	3501905	Amparo	261	301	1062	1840	26639	25583
1989	SP	3502002	Analândia	33	18	80	66	1697	1665
1989	SP	3502101	Andradina	543	481	1168	1323	28366	27515
1989	SP	3502200	Angatuba	129	118	390	428	10257	10064
1989	SP	3502309	Anhembi	34	32	102	73	2171	2125
1989	SP	3502408	Anhumas	57	46	81	101	1935	1824
1989	SP	3502507	Aparecida	202	340	570	1155	21281	20197
1989	SP	3502606	Aparecida d'Oeste	60	55	155	152	3177	3037
1989	SP	3502705	Apiaí	558	364	1279	786	13284	13448
1989	SP	3502754	Araçariguama	NA	NA	NA	NA	NA	NA
1989	SP	3502804	Araçatuba	863	852	2939	3878	82299	79459
1989	SP	3502903	Araçoiaba da Serra	212	139	381	491	7773	7602
1989	SP	3503000	Aramina	28	17	102	94	2325	2246
1989	SP	3503109	Arandu	89	49	113	74	2819	2794
1989	SP	3503158	Arapeí	NA	NA	NA	NA	NA	NA
1989	SP	3503208	Araraquara	859	1006	2998	6303	86382	81790
1989	SP	3503307	Araras	517	569	1478	2443	44822	43119
1989	SP	3503356	Arco-Íris	NA	NA	NA	NA	NA	NA
1989	SP	3503406	Arealva	36	44	127	184	4073	3946
1989	SP	3503505	Areias	91	68	115	81	2087	2070
1989	SP	3503604	Areiópolis	73	95	224	194	4636	4539
1989	SP	3503703	Ariranha	23	31	113	136	3434	3365
1989	SP	3503802	Artur Nogueira	176	160	526	609	14306	13929
1989	SP	3503901	Arujá	260	252	685	978	19497	18812
1989	SP	3503950	Aspásia	NA	NA	NA	NA	NA	NA
1989	SP	3504008	Assis	442	505	1786	2592	42751	40874
1989	SP	3504107	Atibaia	517	466	1559	2220	40135	38699
1989	SP	3504206	Auriflama	78	80	211	227	7736	7449
1989	SP	3504305	Avaí	68	60	128	111	2607	2538
1989	SP	3504404	Avanhandava	109	63	130	123	4252	4165
1989	SP	3504503	Avaré	450	367	1161	1652	29917	28850
1989	SP	3504602	Bady Bassitt	66	58	156	168	3624	3562
1989	SP	3504701	Balbinos	19	16	54	55	822	783
1989	SP	3504800	Bálsamo	57	47	118	210	3867	3719
1989	SP	3504909	Bananal	165	114	492	360	6863	6883
1989	SP	3505005	Barão de Antonina	73	34	76	66	1920	1831
1989	SP	3505104	Barbosa	66	43	158	113	3076	3031
1989	SP	3505203	Bariri	196	195	559	902	13798	13181
1989	SP	3505302	Barra Bonita	228	234	591	849	17126	16376
1989	SP	3505351	Barra do Chapéu	NA	NA	NA	NA	NA	NA
1989	SP	3505401	Barra do Turvo	103	71	151	89	3446	3277
1989	SP	3505500	Barretos	401	437	1620	2113	47088	45666
1989	SP	3505609	Barrinha	194	161	364	288	8655	8521
1989	SP	3505708	Barueri	572	643	2325	2794	66936	65153
1989	SP	3505807	Bastos	196	169	296	363	10089	9700
1989	SP	3505906	Batatais	325	297	770	996	23296	22830
1989	SP	3506003	Bauru	926	1417	4609	8589	127891	121113
1989	SP	3506102	Bebedouro	207	289	1181	1656	32351	31273
1989	SP	3506201	Bento de Abreu	18	14	73	65	1289	1267
1989	SP	3506300	Bernardino de Campos	116	62	219	263	5408	5228
1989	SP	3506359	Bertioga	NA	NA	NA	NA	NA	NA
1989	SP	3506409	Bilac	79	56	194	279	3520	3372
1989	SP	3506508	Birigui	420	395	1660	2074	37128	36168
1989	SP	3506607	Biritiba-Mirim	172	160	393	453	9076	8913
1989	SP	3506706	Boa Esperança do Sul	104	85	305	300	5936	5818
1989	SP	3506805	Bocaina	60	48	134	235	4172	4038
1989	SP	3506904	Bofete	47	30	92	119	3061	2973
1989	SP	3507001	Boituva	213	179	489	647	10540	10202
1989	SP	3507100	Bom Jesus dos Perdões	126	100	208	282	5977	5822
1989	SP	3507159	Bom Sucesso de Itararé	NA	NA	NA	NA	NA	NA
1989	SP	3507209	Borá	32	31	62	33	901	908
1989	SP	3507308	Boracéia	27	34	114	125	2302	2230
1989	SP	3507407	Borborema	106	90	252	295	6497	6305
1989	SP	3507456	Borebi	NA	NA	NA	NA	NA	NA
1989	SP	3507506	Botucatu	420	513	2000	3094	45759	43703
1989	SP	3507605	Bragança Paulista	1033	867	2183	2922	54734	53552
1989	SP	3507704	Braúna	51	36	98	57	2805	2779
1989	SP	3507753	Brejo Alegre	NA	NA	NA	NA	NA	NA
1989	SP	3507803	Brodowski	128	123	316	435	7823	7604
1989	SP	3507902	Brotas	118	86	291	383	7255	7006
1989	SP	3508009	Buri	133	112	203	180	6438	6236
1989	SP	3508108	Buritama	115	104	334	290	6863	6690
1989	SP	3508207	Buritizal	21	20	56	81	1780	1741
1989	SP	3508306	Cabrália Paulista	41	40	88	93	2258	2202
1989	SP	3508405	Cabreúva	166	88	334	348	9163	9043
1989	SP	3508504	Caçapava	410	452	1180	1902	34348	33198
1989	SP	3508603	Cachoeira Paulista	238	217	546	827	12615	12150
1989	SP	3508702	Caconde	146	125	505	458	8668	8447
1989	SP	3508801	Cafelândia	160	134	315	317	7736	7522
1989	SP	3508900	Caiabu	37	33	84	75	2375	2316
1989	SP	3509007	Caieiras	197	237	698	1190	20542	19656
1989	SP	3509106	Caiuá	42	25	102	62	2416	2386
1989	SP	3509205	Cajamar	347	343	836	869	19586	19060
1989	SP	3509254	Cajati	NA	NA	NA	NA	NA	NA
1989	SP	3509304	Cajobi	112	84	201	167	6012	5959
1989	SP	3509403	Cajuru	132	98	459	505	10126	9875
1989	SP	3509452	Campina do Monte Alegre	NA	NA	NA	NA	NA	NA
1989	SP	3509502	Campinas	3149	4814	13549	27447	449717	426586
1989	SP	3509601	Campo Limpo Paulista	353	398	933	1085	21493	20901
1989	SP	3509700	Campos do Jordão	345	316	637	988	18136	17551
1989	SP	3509809	Campos Novos Paulista	44	29	86	95	2096	2046
1989	SP	3509908	Cananéia	141	94	213	235	4418	4284
1989	SP	3509957	Canas	NA	NA	NA	NA	NA	NA
1989	SP	3510005	Cândido Mota	243	196	588	621	13867	13576
1989	SP	3510104	Cândido Rodrigues	32	21	70	94	1712	1665
1989	SP	3510153	Canitar	NA	NA	NA	NA	NA	NA
1989	SP	3510203	Capão Bonito	865	462	1806	1474	23043	23021
1989	SP	3510302	Capela do Alto	121	99	197	224	5269	5222
1989	SP	3510401	Capivari	226	221	582	837	16266	15745
1989	SP	3510500	Caraguatatuba	389	322	1186	1377	23420	22696
1989	SP	3510609	Carapicuíba	1214	1305	4894	6204	125818	121906
1989	SP	3510708	Cardoso	160	122	268	271	6728	6543
1989	SP	3510807	Casa Branca	173	171	607	874	12280	11677
1989	SP	3510906	Cássia dos Coqueiros	40	26	102	69	1598	1591
1989	SP	3511003	Castilho	215	146	296	254	6766	6505
1989	SP	3511102	Catanduva	490	545	1763	2704	46300	44644
1989	SP	3511201	Catiguá	96	59	198	224	3737	3687
1989	SP	3511300	Cedral	64	37	185	218	3187	3115
1989	SP	3511409	Cerqueira César	62	87	204	240	6980	6740
1989	SP	3511508	Cerquilho	110	106	318	699	10624	10032
1989	SP	3511607	Cesário Lange	160	110	277	282	5752	5706
1989	SP	3511706	Charqueada	68	52	209	202	6608	6486
1989	SP	3511904	Clementina	57	55	120	149	2704	2597
1989	SP	3512001	Colina	135	134	348	466	8491	8181
1989	SP	3512100	Colômbia	62	34	112	71	2824	2774
1989	SP	3512209	Conchal	208	140	502	383	9788	9748
1989	SP	3512308	Conchas	70	67	223	346	7112	6853
1989	SP	3512407	Cordeirópolis	73	95	186	407	7196	6851
1989	SP	3512506	Coroados	69	44	95	85	2664	2652
1989	SP	3512605	Coronel Macedo	146	85	118	59	4359	4156
1989	SP	3512704	Corumbataí	38	30	87	103	2052	1970
1989	SP	3512803	Cosmópolis	122	167	518	689	17345	16888
1989	SP	3512902	Cosmorama	39	45	167	157	4244	4162
1989	SP	3513009	Cotia	567	475	1507	1760	46483	45534
1989	SP	3513108	Cravinhos	128	119	449	685	10749	10406
1989	SP	3513207	Cristais Paulista	34	25	95	111	2820	2753
1989	SP	3513306	Cruzália	69	57	70	94	3343	3258
1989	SP	3513405	Cruzeiro	513	508	1807	2541	36662	35358
1989	SP	3513504	Cubatão	489	536	1690	2260	55455	53373
1989	SP	3513603	Cunha	321	144	721	658	11376	11315
1989	SP	3513702	Descalvado	165	165	537	794	13034	12586
1989	SP	3513801	Diadema	1326	1500	4932	6257	164260	159228
1989	SP	3513850	Dirce Reis	NA	NA	NA	NA	NA	NA
1989	SP	3513900	Divinolândia	138	74	326	294	6468	6466
1989	SP	3514007	Dobrada	32	40	121	104	3318	3240
1989	SP	3514106	Dois Córregos	90	84	353	499	9673	9426
1989	SP	3514205	Dolcinópolis	26	26	65	89	1540	1468
1989	SP	3514304	Dourado	61	61	224	242	4010	3934
1989	SP	3514403	Dracena	259	277	782	986	21001	20174
1989	SP	3514502	Duartina	81	97	230	305	7051	6843
1989	SP	3514601	Dumont	68	36	98	121	2646	2619
1989	SP	3514700	Echaporã	61	49	142	153	3239	3162
1989	SP	3514809	Eldorado	232	93	387	305	5810	5925
1989	SP	3514908	Elias Fausto	117	97	224	258	5325	5215
1989	SP	3514924	Elisiário	NA	NA	NA	NA	NA	NA
1989	SP	3514957	Embaúba	NA	NA	NA	NA	NA	NA
1989	SP	3515004	Embu	863	757	2936	3147	70111	68652
1989	SP	3515103	Embu-Guaçu	251	241	712	772	17327	16973
1989	SP	3515129	Emilianópolis	NA	NA	NA	NA	NA	NA
1989	SP	3515152	Engenheiro Coelho	NA	NA	NA	NA	NA	NA
1989	SP	3515186	Espírito Santo do Pinhal	280	320	645	1184	19957	19113
1989	SP	3515194	Espírito Santo do Turvo	NA	NA	NA	NA	NA	NA
1989	SP	3515202	Estrela d'Oeste	123	89	187	241	4915	4709
1989	SP	3515301	Estrela do Norte	47	26	88	72	1998	1885
1989	SP	3515350	Euclides da Cunha Paulista	NA	NA	NA	NA	NA	NA
1989	SP	3515400	Fartura	68	85	264	353	7674	7203
1989	SP	3515509	Fernandópolis	239	336	1165	1513	28487	27289
1989	SP	3515608	Fernando Prestes	67	45	121	135	3069	2982
1989	SP	3515657	Fernão	NA	NA	NA	NA	NA	NA
1989	SP	3515707	Ferraz de Vasconcelos	396	444	1350	2171	38667	37158
1989	SP	3515806	Flora Rica	25	18	36	30	1615	1529
1989	SP	3515905	Floreal	41	25	77	78	2333	2319
1989	SP	3516002	Flórida Paulista	172	166	288	289	6405	6146
1989	SP	3516101	Florínia	57	45	95	98	2625	2569
1989	SP	3516200	Franca	791	1146	3119	4933	110145	106333
1989	SP	3516309	Francisco Morato	339	305	1358	1475	27237	26526
1989	SP	3516408	Franco da Rocha	359	368	1519	2269	34706	33342
1989	SP	3516507	Gabriel Monteiro	44	23	156	99	1780	1783
1989	SP	3516606	Gália	132	89	213	191	4417	4322
1989	SP	3516705	Garça	418	352	826	940	20243	19612
1989	SP	3516804	Gastão Vidigal	43	42	63	86	2276	2140
1989	SP	3516853	Gavião Peixoto	NA	NA	NA	NA	NA	NA
1989	SP	3516903	General Salgado	112	121	285	255	7396	7159
1989	SP	3517000	Getulina	75	65	196	138	5578	5414
1989	SP	3517109	Glicério	57	62	97	105	2689	2573
1989	SP	3517208	Guaiçara	68	41	113	112	3323	3259
1989	SP	3517307	Guaimbê	91	56	126	105	3072	2996
1989	SP	3517406	Guaíra	212	185	464	541	15964	15538
1989	SP	3517505	Guapiaçu	111	95	292	267	5594	5535
1989	SP	3517604	Guapiara	361	160	623	291	7386	7717
1989	SP	3517703	Guará	137	113	276	245	8702	8552
1989	SP	3517802	Guaraçaí	101	85	185	170	4805	4678
1989	SP	3517901	Guaraci	60	53	173	147	4182	4095
1989	SP	3518008	Guarani d'Oeste	54	67	146	114	4034	3910
1989	SP	3518107	Guarantã	59	27	104	61	2673	2638
1989	SP	3518206	Guararapes	162	178	591	655	14348	13975
1989	SP	3518305	Guararema	177	145	387	459	9794	9522
1989	SP	3518404	Guaratinguetá	467	680	1715	3448	55240	52180
1989	SP	3518503	Guareí	156	135	300	287	4884	4785
1989	SP	3518602	Guariba	305	178	593	629	13795	13408
1989	SP	3518701	Guarujá	1342	1197	3765	5602	107913	104052
1989	SP	3518800	Guarulhos	2841	3305	11675	18580	349754	336073
1989	SP	3518859	Guatapará	NA	NA	NA	NA	NA	NA
1989	SP	3518909	Guzolândia	65	28	104	88	2626	2578
1989	SP	3519006	Herculândia	98	89	157	173	3524	3404
1989	SP	3519055	Holambra	NA	NA	NA	NA	NA	NA
1989	SP	3519071	Hortolândia	NA	NA	NA	NA	NA	NA
1989	SP	3519105	Iacanga	76	53	163	183	4379	4252
1989	SP	3519204	Iacri	114	77	202	204	4195	4119
1989	SP	3519253	Iaras	NA	NA	NA	NA	NA	NA
1989	SP	3519303	Ibaté	115	121	278	474	8753	8429
1989	SP	3519402	Ibirá	109	74	280	368	4980	4779
1989	SP	3519501	Ibirarema	70	52	96	99	3549	3452
1989	SP	3519600	Ibitinga	357	371	1093	1350	20824	20134
1989	SP	3519709	Ibiúna	485	260	1152	854	20944	21150
1989	SP	3519808	Icém	51	58	101	109	3982	3750
1989	SP	3519907	Iepê	69	88	159	144	5569	5270
1989	SP	3520004	Igaraçu do Tietê	242	205	589	591	9674	9524
1989	SP	3520103	Igarapava	160	135	481	508	13642	13154
1989	SP	3520202	Igaratá	116	85	149	140	4283	4217
1989	SP	3520301	Iguape	340	233	461	625	12920	12203
1989	SP	3520400	Ilhabela	59	72	281	316	6475	6237
1989	SP	3520426	Ilha Comprida	NA	NA	NA	NA	NA	NA
1989	SP	3520442	Ilha Solteira	NA	NA	NA	NA	NA	NA
1989	SP	3520509	Indaiatuba	434	485	1652	2279	51311	49884
1989	SP	3520608	Indiana	54	48	98	121	2833	2717
1989	SP	3520707	Indiaporã	30	40	79	72	2827	2739
1989	SP	3520806	Inúbia Paulista	54	62	69	82	2296	2123
1989	SP	3520905	Ipaussu	105	119	229	292	5912	5667
1989	SP	3521002	Iperó	84	73	209	275	4179	4051
1989	SP	3521101	Ipeúna	33	24	72	98	1801	1761
1989	SP	3521150	Ipiguá	NA	NA	NA	NA	NA	NA
1989	SP	3521200	Iporanga	94	64	151	79	1757	1723
1989	SP	3521309	Ipuã	84	71	234	175	5084	5060
1989	SP	3521408	Iracemápolis	73	81	173	393	6934	6582
1989	SP	3521507	Irapuã	50	49	149	133	3555	3480
1989	SP	3521606	Irapuru	95	84	181	165	4931	4742
1989	SP	3521705	Itaberá	173	129	283	291	8129	7943
1989	SP	3521804	Itaí	241	163	353	310	8332	8193
1989	SP	3521903	Itajobi	126	124	369	352	8708	8556
1989	SP	3522000	Itaju	28	27	66	86	1671	1610
1989	SP	3522109	Itanhaém	293	304	862	1192	23291	22242
1989	SP	3522158	Itaóca	NA	NA	NA	NA	NA	NA
1989	SP	3522208	Itapecerica da Serra	445	457	1833	1849	41998	41017
1989	SP	3522307	Itapetininga	848	803	1880	2882	51318	49649
1989	SP	3522406	Itapeva	804	495	1235	1214	36618	36006
1989	SP	3522505	Itapevi	557	601	1824	2004	41547	40530
1989	SP	3522604	Itapira	433	445	1360	1785	29966	29149
1989	SP	3522653	Itapirapuã Paulista	NA	NA	NA	NA	NA	NA
1989	SP	3522703	Itápolis	266	259	836	1036	17560	17131
1989	SP	3522802	Itaporanga	214	114	293	251	7175	6981
1989	SP	3522901	Itapuí	46	53	136	139	4264	4112
1989	SP	3523008	Itapura	37	30	68	75	1980	1891
1989	SP	3523107	Itaquaquecetuba	714	739	2625	3148	55480	53668
1989	SP	3523206	Itararé	366	293	781	859	21135	20356
1989	SP	3523305	Itariri	139	120	234	207	5376	5166
1989	SP	3523404	Itatiba	353	354	1181	1698	31134	30222
1989	SP	3523503	Itatinga	135	113	206	206	6462	6296
1989	SP	3523602	Itirapina	63	55	258	340	4321	4183
1989	SP	3523701	Itirapuã	40	32	181	109	2605	2631
1989	SP	3523800	Itobi	52	57	154	156	3406	3332
1989	SP	3523909	Itu	554	587	1914	2913	52876	51020
1989	SP	3524006	Itupeva	164	115	398	376	8184	8045
1989	SP	3524105	Ituverava	165	165	716	746	17179	16797
1989	SP	3524204	Jaborandi	50	39	137	126	3085	3065
1989	SP	3524303	Jaboticabal	247	388	1047	1755	30587	29199
1989	SP	3524402	Jacareí	797	1029	2592	4945	83919	80175
1989	SP	3524501	Jaci	30	29	99	100	1839	1799
1989	SP	3524600	Jacupiranga	563	415	791	849	16070	15637
1989	SP	3524709	Jaguariúna	149	176	432	557	11811	11480
1989	SP	3524808	Jales	294	347	885	1275	23543	22378
1989	SP	3524907	Jambeiro	36	35	78	92	2154	2100
1989	SP	3525003	Jandira	359	275	1067	1234	29558	28906
1989	SP	3525102	Jardinópolis	124	100	435	603	12401	12089
1989	SP	3525201	Jarinu	102	67	196	176	4654	4597
1989	SP	3525300	Jaú	422	603	1398	2536	51372	49418
1989	SP	3525409	Jeriquara	46	46	74	71	2165	2008
1989	SP	3525508	Joanópolis	125	103	235	203	4661	4639
1989	SP	3525607	João Ramalho	37	23	83	78	1455	1432
1989	SP	3525706	José Bonifácio	143	131	508	571	13293	12957
1989	SP	3525805	Júlio Mesquita	85	50	97	61	2485	2421
1989	SP	3525854	Jumirim	NA	NA	NA	NA	NA	NA
1989	SP	3525904	Jundiaí	1328	1645	5121	8844	156798	150873
1989	SP	3526001	Junqueirópolis	195	184	346	394	9870	9547
1989	SP	3526100	Juquiá	262	241	505	407	8623	8396
1989	SP	3526209	Juquitiba	377	284	451	372	9304	9127
1989	SP	3526308	Lagoinha	146	105	180	238	4569	4345
1989	SP	3526407	Laranjal Paulista	64	98	331	486	10573	10227
1989	SP	3526506	Lavínia	84	67	119	110	3204	3143
1989	SP	3526605	Lavrinhas	69	53	172	144	2793	2782
1989	SP	3526704	Leme	560	458	1286	1558	33228	32419
1989	SP	3526803	Lençóis Paulista	360	340	974	1608	23511	22414
1989	SP	3526902	Limeira	1010	1226	3295	5346	106893	103382
1989	SP	3527009	Lindóia	31	44	107	110	2816	2730
1989	SP	3527108	Lins	333	328	1022	1509	31821	30465
1989	SP	3527207	Lorena	316	638	1376	2315	39998	38022
1989	SP	3527256	Lourdes	NA	NA	NA	NA	NA	NA
1989	SP	3527306	Louveira	137	100	281	340	8185	8046
1989	SP	3527405	Lucélia	248	261	474	559	10607	10258
1989	SP	3527504	Lucianópolis	44	31	51	66	1440	1387
1989	SP	3527603	Luís Antônio	56	40	117	117	1941	1890
1989	SP	3527702	Luiziânia	36	42	91	72	2468	2421
1989	SP	3527801	Lupércio	43	35	50	78	1955	1877
1989	SP	3527900	Lutécia	36	33	79	57	1773	1751
1989	SP	3528007	Macatuba	146	107	432	447	7493	7330
1989	SP	3528106	Macaubal	63	54	156	196	4292	4078
1989	SP	3528205	Macedônia	38	36	61	102	2437	2310
1989	SP	3528304	Magda	22	21	77	75	2237	2131
1989	SP	3528403	Mairinque	231	261	845	1003	21915	21302
1989	SP	3528502	Mairiporã	360	256	878	1058	21250	20735
1989	SP	3528601	Manduri	45	49	136	144	4006	3853
1989	SP	3528700	Marabá Paulista	55	38	130	82	2881	2805
1989	SP	3528809	Maracaí	78	72	192	237	7238	7116
1989	SP	3528858	Marapoama	NA	NA	NA	NA	NA	NA
1989	SP	3528908	Mariápolis	66	46	128	148	2694	2605
1989	SP	3529005	Marília	876	1067	2695	4311	81854	78361
1989	SP	3529104	Marinópolis	20	26	77	65	1544	1484
1989	SP	3529203	Martinópolis	107	80	417	502	10866	10487
1989	SP	3529302	Matão	303	323	1091	1353	30743	30051
1989	SP	3529401	Mauá	1067	1221	5244	6532	145352	141400
1989	SP	3529500	Mendonça	46	31	159	114	2474	2441
1989	SP	3529609	Meridiano	42	44	149	131	2482	2410
1989	SP	3529658	Mesópolis	NA	NA	NA	NA	NA	NA
1989	SP	3529708	Miguelópolis	146	158	299	264	8799	8572
1989	SP	3529807	Mineiros do Tietê	70	64	142	208	4838	4701
1989	SP	3529906	Miracatu	245	129	354	344	7489	7251
1989	SP	3530003	Mira Estrela	41	41	53	38	1627	1594
1989	SP	3530102	Mirandópolis	210	168	540	504	12982	12673
1989	SP	3530201	Mirante do Paranapanema	139	110	234	231	8523	8222
1989	SP	3530300	Mirassol	204	198	740	1172	20133	19421
1989	SP	3530409	Mirassolândia	49	38	74	115	2014	1935
1989	SP	3530508	Mococa	398	330	1578	1878	27913	27189
1989	SP	3530607	Moji das Cruzes	1190	1608	4017	7911	133143	127178
1989	SP	3530706	Mogi Guaçu	518	606	1779	2526	54425	53022
1989	SP	3530805	Moji-Mirim	340	338	1086	1853	34860	33582
1989	SP	3530904	Mombuca	44	35	65	76	1802	1762
1989	SP	3531001	Monções	28	31	80	81	1481	1430
1989	SP	3531100	Mongaguá	128	106	320	477	10824	10205
1989	SP	3531209	Monte Alegre do Sul	97	80	193	243	3464	3397
1989	SP	3531308	Monte Alto	297	310	947	1308	20560	19829
1989	SP	3531407	Monte Aprazível	145	126	376	559	9796	9379
1989	SP	3531506	Monte Azul Paulista	108	142	337	462	9195	8871
1989	SP	3531605	Monte Castelo	95	60	88	66	2795	2708
1989	SP	3531704	Monteiro Lobato	220	186	464	505	10897	10646
1989	SP	3531803	Monte Mor	81	49	128	164	2914	2809
1989	SP	3531902	Morro Agudo	123	129	404	478	9672	9422
1989	SP	3532009	Morungaba	117	69	223	225	5656	5649
1989	SP	3532058	Motuca	NA	NA	NA	NA	NA	NA
1989	SP	3532108	Murutinga do Sul	52	39	102	91	2500	2444
1989	SP	3532157	Nantes	NA	NA	NA	NA	NA	NA
1989	SP	3532207	Narandiba	64	36	66	72	1987	1919
1989	SP	3532306	Natividade da Serra	184	85	189	184	4522	4186
1989	SP	3532405	Nazaré Paulista	264	157	273	248	5393	5401
1989	SP	3532504	Neves Paulista	63	69	206	236	5415	5224
1989	SP	3532603	Nhandeara	97	90	284	342	6241	6007
1989	SP	3532702	Nipoã	42	29	91	81	2104	2054
1989	SP	3532801	Nova Aliança	46	41	176	166	2859	2820
1989	SP	3532827	Nova Campina	NA	NA	NA	NA	NA	NA
1989	SP	3532843	Nova Canaã Paulista	NA	NA	NA	NA	NA	NA
1989	SP	3532868	Nova Castilho	NA	NA	NA	NA	NA	NA
1989	SP	3532900	Nova Europa	41	39	118	185	3579	3409
1989	SP	3533007	Nova Granada	148	138	412	424	7987	7729
1989	SP	3533106	Nova Guataporanga	34	33	67	73	1732	1645
1989	SP	3533205	Nova Independência	41	39	38	56	1510	1417
1989	SP	3533254	Novais	NA	NA	NA	NA	NA	NA
1989	SP	3533304	Nova Luzitânia	30	31	70	52	2127	2052
1989	SP	3533403	Nova Odessa	145	190	510	787	17209	16532
1989	SP	3533502	Novo Horizonte	194	191	644	761	15579	15038
1989	SP	3533601	Nuporanga	69	50	199	157	3169	3180
1989	SP	3533700	Ocauçu	55	48	96	125	2759	2598
1989	SP	3533809	Óleo	36	25	79	58	1954	1939
1989	SP	3533908	Olímpia	263	258	953	1197	22478	21818
1989	SP	3534005	Onda Verde	30	29	50	57	1656	1600
1989	SP	3534104	Oriente	86	74	157	190	4087	3952
1989	SP	3534203	Orindiúva	28	18	58	57	1888	1817
1989	SP	3534302	Orlândia	145	155	585	778	16788	16290
1989	SP	3534401	Osasco	2479	3114	9623	14989	322678	310874
1989	SP	3534500	Oscar Bressane	32	25	75	80	1634	1571
1989	SP	3534609	Osvaldo Cruz	215	207	585	736	15250	14603
1989	SP	3534708	Ourinhos	483	447	1063	1802	37086	35614
1989	SP	3534757	Ouroeste	NA	NA	NA	NA	NA	NA
1989	SP	3534807	Ouro Verde	97	70	139	90	3858	3728
1989	SP	3534906	Pacaembu	145	132	300	255	7353	7136
1989	SP	3535002	Palestina	90	76	230	264	6003	5680
1989	SP	3535101	Palmares Paulista	38	45	208	180	3402	3326
1989	SP	3535200	Palmeira d'Oeste	68	87	268	321	6046	5733
1989	SP	3535309	Palmital	203	147	379	432	10471	10190
1989	SP	3535408	Panorama	139	88	177	142	4983	4860
1989	SP	3535507	Paraguaçu Paulista	239	265	665	815	15735	15249
1989	SP	3535606	Paraibuna	186	105	291	356	9091	8900
1989	SP	3535705	Paraíso	48	34	81	91	2421	2395
1989	SP	3535804	Paranapanema	193	110	232	224	5925	5848
1989	SP	3535903	Paranapuã	53	53	140	138	3392	3247
1989	SP	3536000	Parapuã	98	74	272	262	5821	5607
1989	SP	3536109	Pardinho	40	25	102	65	2147	2145
1989	SP	3536208	Pariquera-Açu	200	141	272	371	6473	6252
1989	SP	3536257	Parisi	NA	NA	NA	NA	NA	NA
1989	SP	3536307	Patrocínio Paulista	55	70	217	244	5257	5101
1989	SP	3536406	Paulicéia	68	39	92	36	2500	2453
1989	SP	3536505	Paulínia	117	155	551	914	20196	19456
1989	SP	3536570	Paulistânia	NA	NA	NA	NA	NA	NA
1989	SP	3536604	Paulo de Faria	95	81	168	153	4565	4398
1989	SP	3536703	Pederneiras	151	463	610	531	15632	15177
